# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.,,,,
# ,,,,
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI),,,,
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.,,,,
# ,,,,
# STN         LON(east)   LAT(north)  ALT(m)      NAME,,,,
# 275         5.873       52.056      48.20       Deelen      ,,,,
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius),,,,
# Q         : Globale straling (in J/cm2) / Global radiation (in J/cm2),,,,
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm),,,,
# STN,YYYYMMDD,   TG,    Q,   RH
275,20000618,216,2879,0
275,20000619,253,2922,0
275,20000620,265,2812,0
275,20000621,211,1727,8
275,20000622,162,1173,12
275,20000623,149,1062,24
275,20000624,129,1180,65
275,20000625,123,1326,10
275,20000626,121,1921,0
275,20000627,117,2249,0
275,20000628,113,1803,-1
275,20000629,126,2181,0
275,20000630,128,2305,0
275,20000701,129,722,55
275,20000702,189,1879,31
275,20000703,186,1923,-1
275,20000704,192,2124,0
275,20000705,159,785,88
275,20000706,163,1540,0
275,20000707,136,1709,0
275,20000708,120,1047,1
275,20000709,133,469,35
275,20000710,143,1491,113
275,20000711,133,1267,21
275,20000712,135,2180,-1
275,20000713,137,597,93
275,20000714,129,1395,91
275,20000715,128,1575,55
275,20000716,139,1249,10
275,20000717,132,654,-1
275,20000718,136,1560,-1
275,20000719,155,1102,3
275,20000720,163,2107,0
275,20000721,149,2419,0
275,20000722,157,1258,2
275,20000723,166,2209,0
275,20000724,178,1639,67
275,20000725,173,1004,63
275,20000726,161,957,0
275,20000727,174,1425,50
275,20000728,158,1167,95
275,20000729,159,1238,6
275,20000730,162,1243,63
275,20000731,179,2187,0
275,20000801,210,2137,144
275,20000802,177,1740,11
275,20000803,171,1717,-1
275,20000804,161,1153,0
275,20000805,163,1519,0
275,20000806,171,1409,-1
275,20000807,176,1235,-1
275,20000808,167,1572,13
275,20000809,177,1889,-1
275,20000810,182,665,2
275,20000811,183,1651,0
275,20000812,180,2447,0
275,20000813,225,2054,0
275,20000814,223,1556,-1
275,20000815,185,1341,0
275,20000816,182,1515,70
275,20000817,179,1767,4
275,20000818,175,1688,1
275,20000819,187,1278,109
275,20000820,177,1565,64
275,20000821,155,1814,59
275,20000822,149,1430,-1
275,20000823,154,2231,0
275,20000824,164,2181,0
275,20000825,164,1096,0
275,20000826,196,2057,0
275,20000827,162,371,169
275,20000828,151,1343,0
275,20000829,144,1528,-1
275,20000830,139,1595,0
275,20000831,149,1808,0
275,20000901,147,834,44
275,20000902,139,806,104
275,20000903,137,1012,72
275,20000904,135,1112,5
275,20000905,147,1143,-1
275,20000906,141,474,54
275,20000907,154,1018,3
275,20000908,169,242,8
275,20000909,178,452,1
275,20000910,179,1006,-1
275,20000911,182,1529,0
275,20000912,177,905,-1
275,20000913,156,831,-1
275,20000914,152,909,0
275,20000915,171,947,77
275,20000916,147,1031,5
275,20000917,134,607,2
275,20000918,152,1294,0
275,20000919,169,1427,-1
275,20000920,133,186,127
275,20000921,114,589,43
275,20000922,144,1175,0
275,20000923,153,1414,0
275,20000924,150,1521,1
275,20000925,152,1152,23
275,20000926,166,818,48
275,20000927,160,1003,12
275,20000928,159,267,31
275,20000929,174,816,2
275,20000930,151,861,10
275,20001001,135,129,97
275,20001002,125,825,-1
275,20001003,127,715,0
275,20001004,121,311,3
275,20001005,122,653,23
275,20001006,87,769,105
275,20001007,79,1215,0
275,20001008,91,163,31
275,20001009,99,1011,16
275,20001010,89,547,76
275,20001011,98,487,127
275,20001012,117,888,-1
275,20001013,111,801,8
275,20001014,90,470,0
275,20001015,102,245,0
275,20001016,127,386,21
275,20001017,98,683,18
275,20001018,93,327,4
275,20001019,101,485,64
275,20001020,114,849,0
275,20001021,143,460,0
275,20001022,141,713,0
275,20001023,143,707,35
275,20001024,119,282,-1
275,20001025,119,109,3
275,20001026,97,667,36
275,20001027,102,108,69
275,20001028,127,117,33
275,20001029,100,391,24
275,20001030,103,59,70
275,20001031,89,153,13
275,20001101,76,148,44
275,20001102,78,310,64
275,20001103,73,557,0
275,20001104,65,506,1
275,20001105,66,586,0
275,20001106,87,222,65
275,20001107,82,140,30
275,20001108,80,88,59
275,20001109,81,190,14
275,20001110,69,269,16
275,20001111,81,270,3
275,20001112,85,109,60
275,20001113,79,280,0
275,20001114,60,414,1
275,20001115,59,229,2
275,20001116,70,254,66
275,20001117,44,356,37
275,20001118,61,241,25
275,20001119,85,94,50
275,20001120,59,150,79
275,20001121,55,216,27
275,20001122,78,184,37
275,20001123,81,99,77
275,20001124,66,196,2
275,20001125,60,235,90
275,20001126,70,157,57
275,20001127,59,369,2
275,20001128,111,74,58
275,20001129,109,266,0
275,20001130,98,386,0
275,20001201,114,210,17
275,20001202,106,251,-1
275,20001203,81,164,30
275,20001204,66,221,14
275,20001205,94,310,-1
275,20001206,100,78,53
275,20001207,98,181,24
275,20001208,120,226,13
275,20001209,96,197,0
275,20001210,91,76,58
275,20001211,117,179,101
275,20001212,127,42,76
275,20001213,104,80,14
275,20001214,72,162,1
275,20001215,48,95,87
275,20001216,32,99,82
275,20001217,25,319,3
275,20001218,30,87,-1
275,20001219,14,342,0
275,20001220,4,330,0
275,20001221,-7,393,0
275,20001222,-22,368,0
275,20001223,-24,393,4
275,20001224,3,135,61
275,20001225,-18,261,19
275,20001226,-31,171,0
275,20001227,-12,96,37
275,20001228,-3,147,13
275,20001229,-4,322,9
275,20001230,3,191,67
275,20001231,-13,159,0
275,20010101,28,72,157
275,20010102,81,227,11
275,20010103,63,214,71
275,20010104,71,89,52
275,20010105,73,26,203
275,20010106,58,150,26
275,20010107,49,95,-1
275,20010108,38,148,13
275,20010109,31,269,1
275,20010110,18,206,0
275,20010111,5,440,0
275,20010112,6,196,0
275,20010113,-15,574,0
275,20010114,-27,62,0
275,20010115,-25,691,0
275,20010116,-36,651,0
275,20010117,-59,421,0
275,20010118,-22,89,-1
275,20010119,7,193,-1
275,20010120,-1,120,7
275,20010121,-2,417,53
275,20010122,25,177,53
275,20010123,69,257,40
275,20010124,81,219,88
275,20010125,52,108,34
275,20010126,43,177,12
275,20010127,36,71,120
275,20010128,32,368,7
275,20010129,18,501,0
275,20010130,10,471,0
275,20010131,3,397,0
275,20010201,-1,179,1
275,20010202,1,105,41
275,20010203,-4,254,100
275,20010204,18,163,217
275,20010205,84,149,57
275,20010206,105,181,96
275,20010207,97,437,39
275,20010208,90,334,97
275,20010209,22,682,11
275,20010210,23,758,7
275,20010211,91,155,3
275,20010212,99,291,31
275,20010213,52,695,0
275,20010214,37,680,23
275,20010215,49,875,0
275,20010216,27,618,90
275,20010217,33,180,0
275,20010218,45,483,0
275,20010219,45,409,11
275,20010220,48,528,0
275,20010221,57,292,18
275,20010222,41,552,45
275,20010223,17,849,19
275,20010224,-20,1234,14
275,20010225,0,790,32
275,20010226,15,669,1
275,20010227,18,867,0
275,20010228,38,846,-1
275,20010301,16,164,91
275,20010302,9,670,-1
275,20010303,-13,351,0
275,20010304,11,359,0
275,20010305,16,429,0
275,20010306,30,1270,0
275,20010307,68,593,32
275,20010308,87,273,16
275,20010309,91,293,5
275,20010310,99,263,54
275,20010311,111,376,54
275,20010312,81,997,30
275,20010313,50,345,26
275,20010314,48,658,-1
275,20010315,57,761,3
275,20010316,69,644,6
275,20010317,35,167,2
275,20010318,35,254,162
275,20010319,12,671,41
275,20010320,17,1123,0
275,20010321,5,284,72
275,20010322,23,404,-1
275,20010323,63,145,123
275,20010324,48,834,0
275,20010325,20,274,0
275,20010326,21,636,0
275,20010327,27,734,0
275,20010328,66,851,36
275,20010329,60,329,105
275,20010330,60,570,-1
275,20010331,91,783,-1
275,20010401,115,623,0
275,20010402,152,1881,0
275,20010403,120,1274,-1
275,20010404,89,552,33
275,20010405,75,1133,97
275,20010406,107,720,81
275,20010407,87,1413,16
275,20010408,59,1017,4
275,20010409,76,556,-1
275,20010410,91,933,8
275,20010411,80,850,1
275,20010412,33,1464,7
275,20010413,29,1177,-1
275,20010414,5,1220,76
275,20010415,66,582,98
275,20010416,62,975,30
275,20010417,55,718,4
275,20010418,41,1404,51
275,20010419,31,1450,36
275,20010420,32,1354,13
275,20010421,56,1843,0
275,20010422,60,2056,0
275,20010423,79,1265,0
275,20010424,112,1550,15
275,20010425,102,695,50
275,20010426,98,1056,26
275,20010427,99,1186,36
275,20010428,101,1037,41
275,20010429,122,1686,6
275,20010430,139,1892,8
275,20010501,112,1407,0
275,20010502,141,2275,0
275,20010503,139,1551,15
275,20010504,83,542,16
275,20010505,79,2460,0
275,20010506,102,1621,0
275,20010507,109,2356,0
275,20010508,113,1908,0
275,20010509,174,2312,0
275,20010510,195,2621,0
275,20010511,194,2671,0
275,20010512,185,2697,0
275,20010513,192,2586,0
275,20010514,166,1624,278
275,20010515,146,1979,5
275,20010516,142,1489,45
275,20010517,127,1690,32
275,20010518,114,949,17
275,20010519,116,1899,0
275,20010520,113,2056,-1
275,20010521,123,2544,0
275,20010522,138,2854,0
275,20010523,167,2874,0
275,20010524,167,2882,0
275,20010525,158,2957,0
275,20010526,178,2278,0
275,20010527,157,930,4
275,20010528,176,939,11
275,20010529,165,2781,0
275,20010530,158,1616,0
275,20010531,126,2105,22
275,20010601,123,1468,28
275,20010602,111,806,142
275,20010603,89,1320,70
275,20010604,111,864,0
275,20010605,148,2018,0
275,20010606,153,1893,53
275,20010607,131,1746,16
275,20010608,117,2274,-1
275,20010609,101,2218,0
275,20010610,120,1611,10
275,20010611,123,2319,-1
275,20010612,138,1152,-1
275,20010613,142,2050,0
275,20010614,157,2686,0
275,20010615,180,1853,2
275,20010616,166,2061,16
275,20010617,154,1205,6
275,20010618,137,1215,-1
275,20010619,134,2302,0
275,20010620,167,2310,0
275,20010621,148,1971,0
275,20010622,134,1191,13
275,20010623,147,1957,0
275,20010624,185,2300,0
275,20010625,186,2958,0
275,20010626,210,2848,0
275,20010627,206,1379,5
275,20010628,192,2420,1
275,20010629,195,1797,0
275,20010630,187,1479,119
275,20010701,180,2185,0
275,20010702,178,1264,0
275,20010703,200,2807,0
275,20010704,223,2936,0
275,20010705,255,2849,0
275,20010706,253,2211,0
275,20010707,211,1750,2
275,20010708,170,312,64
275,20010709,167,1147,6
275,20010710,180,1633,38
275,20010711,160,1779,29
275,20010712,149,1176,82
275,20010713,156,1592,-1
275,20010714,140,567,106
275,20010715,146,1863,-1
275,20010716,142,1530,0
275,20010717,163,1793,55
275,20010718,157,1250,197
275,20010719,150,1011,101
275,20010720,141,1030,34
275,20010721,153,984,3
275,20010722,199,1595,0
275,20010723,184,1271,63
275,20010724,193,2468,0
275,20010725,199,2442,0
275,20010726,217,2524,0
275,20010727,230,1963,58
275,20010728,205,2315,-1
275,20010729,199,2446,0
275,20010730,217,2146,0
275,20010731,203,1721,0
275,20010801,172,2016,0
275,20010802,202,1882,191
275,20010803,185,1141,4
275,20010804,167,1266,28
275,20010805,156,1516,35
275,20010806,172,1320,13
275,20010807,181,1239,221
275,20010808,160,1452,65
275,20010809,146,1070,107
275,20010810,136,1286,12
275,20010811,157,1679,0
275,20010812,163,630,40
275,20010813,183,449,-1
275,20010814,221,2308,0
275,20010815,252,2129,0
275,20010816,189,1044,453
275,20010817,177,2255,0
275,20010818,198,1279,48
275,20010819,202,1685,0
275,20010820,181,1296,0
275,20010821,192,1897,0
275,20010822,222,1950,0
275,20010823,234,1761,0
275,20010824,232,1673,0
275,20010825,251,1985,0
275,20010826,236,1413,88
275,20010827,169,1960,99
275,20010828,135,1439,0
275,20010829,148,2023,0
275,20010830,165,1048,0
275,20010831,161,1253,0
275,20010901,144,1043,4
275,20010902,147,415,19
275,20010903,155,454,59
275,20010904,138,1120,303
275,20010905,138,1087,204
275,20010906,141,925,7
275,20010907,142,661,19
275,20010908,122,1227,155
275,20010909,118,1304,21
275,20010910,125,1099,29
275,20010911,127,767,12
275,20010912,144,687,62
275,20010913,129,1114,64
275,20010914,120,746,19
275,20010915,122,1047,72
275,20010916,105,1220,67
275,20010917,96,562,249
275,20010918,102,832,0
275,20010919,115,490,113
275,20010920,118,377,2
275,20010921,123,1159,6
275,20010922,118,978,60
275,20010923,123,486,5
275,20010924,128,877,-1
275,20010925,120,1034,0
275,20010926,122,943,21
275,20010927,150,598,61
275,20010928,159,1289,0
275,20010929,153,982,23
275,20010930,157,794,18
275,20011001,162,324,79
275,20011002,162,187,213
275,20011003,146,853,6
275,20011004,136,624,4
275,20011005,134,1092,0
275,20011006,154,782,126
275,20011007,150,792,-1
275,20011008,142,643,3
275,20011009,140,481,2
275,20011010,138,935,0
275,20011011,147,241,-1
275,20011012,148,1049,0
275,20011013,169,847,0
275,20011014,172,765,2
275,20011015,170,825,0
275,20011016,130,1033,0
275,20011017,138,716,0
275,20011018,151,709,17
275,20011019,156,549,2
275,20011020,159,775,0
275,20011021,138,314,2
275,20011022,120,209,0
275,20011023,121,196,89
275,20011024,119,342,22
275,20011025,128,455,0
275,20011026,127,651,0
275,20011027,125,456,18
275,20011028,108,564,0
275,20011029,110,310,-1
275,20011030,152,664,0
275,20011031,110,436,49
275,20011101,74,685,0
275,20011102,93,538,0
275,20011103,103,282,0
275,20011104,93,172,1
275,20011105,73,549,-1
275,20011106,91,204,33
275,20011107,84,181,158
275,20011108,53,323,66
275,20011109,14,537,27
275,20011110,16,691,0
275,20011111,48,212,4
275,20011112,87,97,30
275,20011113,43,308,-1
275,20011114,22,512,-1
275,20011115,-1,623,-1
275,20011116,70,175,16
275,20011117,69,165,3
275,20011118,68,244,0
275,20011119,62,126,0
275,20011120,71,125,1
275,20011121,85,177,13
275,20011122,61,102,138
275,20011123,29,302,10
275,20011124,60,54,41
275,20011125,101,109,45
275,20011126,49,282,13
275,20011127,28,445,29
275,20011128,50,331,10
275,20011129,78,40,169
275,20011130,113,68,108
275,20011201,115,62,61
275,20011202,69,112,5
275,20011203,85,85,25
275,20011204,86,54,55
275,20011205,74,225,44
275,20011206,55,284,3
275,20011207,7,383,0
275,20011208,17,375,0
275,20011209,-3,417,0
275,20011210,2,295,0
275,20011211,41,116,-1
275,20011212,31,87,0
275,20011213,12,153,0
275,20011214,-49,315,0
275,20011215,-13,107,2
275,20011216,-15,334,-1
275,20011217,2,212,4
275,20011218,22,75,-1
275,20011219,39,62,57
275,20011220,3,352,4
275,20011221,35,26,234
275,20011222,-1,234,12
275,20011223,-43,542,-1
275,20011224,24,27,60
275,20011225,46,209,108
275,20011226,6,228,25
275,20011227,20,56,126
275,20011228,58,159,61
275,20011229,12,114,53
275,20011230,-20,148,50
275,20011231,-34,441,2
275,20020101,-18,304,0
275,20020102,-20,164,0
275,20020103,-37,573,0
275,20020104,-52,499,0
275,20020105,-30,387,0
275,20020106,4,99,4
275,20020107,16,117,-1
275,20020108,12,136,0
275,20020109,-10,445,0
275,20020110,-11,381,0
275,20020111,15,50,9
275,20020112,28,52,16
275,20020113,27,444,0
275,20020114,13,101,1
275,20020115,21,70,49
275,20020116,36,302,4
275,20020117,42,108,10
275,20020118,43,180,23
275,20020119,63,199,38
275,20020120,75,63,101
275,20020121,101,74,8
275,20020122,73,128,16
275,20020123,68,126,45
275,20020124,83,75,78
275,20020125,40,403,36
275,20020126,100,136,218
275,20020127,95,306,85
275,20020128,110,309,27
275,20020129,97,248,-1
275,20020130,105,309,0
275,20020131,84,366,33
275,20020201,103,201,-1
275,20020202,117,672,0
275,20020203,105,464,1
275,20020204,84,159,85
275,20020205,102,149,113
275,20020206,70,354,23
275,20020207,56,319,22
275,20020208,97,373,26
275,20020209,101,221,47
275,20020210,75,280,46
275,20020211,108,81,244
275,20020212,111,439,15
275,20020213,71,534,2
275,20020214,18,925,0
275,20020215,9,943,0
275,20020216,22,997,0
275,20020217,5,899,0
275,20020218,39,437,15
275,20020219,57,538,82
275,20020220,67,687,196
275,20020221,29,974,0
275,20020222,62,151,126
275,20020223,41,482,22
275,20020224,29,763,40
275,20020225,61,179,81
275,20020226,99,428,142
275,20020227,57,857,15
275,20020228,50,552,19
275,20020301,35,808,28
275,20020302,6,1274,1
275,20020303,36,847,0
275,20020304,74,286,0
275,20020305,65,417,0
275,20020306,72,182,11
275,20020307,86,815,3
275,20020308,71,1193,0
275,20020309,81,995,34
275,20020310,69,1405,0
275,20020311,86,1298,0
275,20020312,85,575,25
275,20020313,44,172,28
275,20020314,29,944,43
275,20020315,39,650,25
275,20020316,102,1265,0
275,20020317,106,853,22
275,20020318,99,463,135
275,20020319,89,1171,30
275,20020320,100,807,59
275,20020321,99,879,15
275,20020322,59,770,15
275,20020323,45,1421,0
275,20020324,24,1034,0
275,20020325,32,1760,0
275,20020326,40,1169,0
275,20020327,45,1774,0
275,20020328,69,1877,0
275,20020329,80,1864,0
275,20020330,91,900,0
275,20020331,100,1307,10
275,20020401,120,1687,0
275,20020402,145,1793,0
275,20020403,140,1889,0
275,20020404,113,1749,0
275,20020405,85,1990,0
275,20020406,45,2069,0
275,20020407,61,2058,0
275,20020408,68,2028,0
275,20020409,56,1075,0
275,20020410,63,1561,0
275,20020411,73,1171,0
275,20020412,80,1600,0
275,20020413,67,621,0
275,20020414,51,975,2
275,20020415,66,290,153
275,20020416,78,427,52
275,20020417,74,409,2
275,20020418,76,675,50
275,20020419,68,1498,-1
275,20020420,64,836,0
275,20020421,91,2091,0
275,20020422,136,1661,0
275,20020423,133,1862,0
275,20020424,145,1624,0
275,20020425,110,1454,0
275,20020426,83,597,137
275,20020427,81,1383,27
275,20020428,96,503,89
275,20020429,91,1224,38
275,20020430,109,659,10
275,20020501,102,1504,55
275,20020502,104,1228,52
275,20020503,93,1189,0
275,20020504,81,400,17
275,20020505,87,378,130
275,20020506,105,1271,11
275,20020507,127,2327,0
275,20020508,134,1656,0
275,20020509,169,1882,0
275,20020510,139,676,-1
275,20020511,130,481,0
275,20020512,112,487,0
275,20020513,162,2201,0
275,20020514,126,1027,69
275,20020515,137,1925,0
275,20020516,168,2511,0
275,20020517,169,2562,0
275,20020518,141,833,3
275,20020519,145,1694,0
275,20020520,177,2280,0
275,20020521,193,2321,25
275,20020522,162,648,37
275,20020523,148,1718,0
275,20020524,126,1237,20
275,20020525,123,1719,8
275,20020526,118,1201,34
275,20020527,133,2228,0
275,20020528,154,2218,-1
275,20020529,126,1475,11
275,20020530,131,1850,0
275,20020531,128,2106,0
275,20020601,131,2886,0
275,20020602,177,2703,0
275,20020603,188,1634,3
275,20020604,186,2559,0
275,20020605,196,1101,22
275,20020606,168,1435,8
275,20020607,159,1200,7
275,20020608,169,1598,0
275,20020609,176,1821,15
275,20020610,130,1223,59
275,20020611,133,1831,62
275,20020612,148,1216,139
275,20020613,135,693,10
275,20020614,181,1491,66
275,20020615,180,1880,-1
275,20020616,181,1340,18
275,20020617,250,2751,0
275,20020618,234,2224,4
275,20020619,182,2060,-1
275,20020620,159,669,196
275,20020621,154,1718,0
275,20020622,180,1743,34
275,20020623,162,2224,0
275,20020624,151,2388,0
275,20020625,158,1833,0
275,20020626,162,2284,0
275,20020627,145,1951,-1
275,20020628,120,1514,79
275,20020629,136,1710,0
275,20020630,154,1073,0
275,20020701,132,399,75
275,20020702,136,1392,67
275,20020703,138,457,209
275,20020704,154,1743,4
275,20020705,161,1495,2
275,20020706,157,1090,7
275,20020707,153,954,3
275,20020708,192,2448,0
275,20020709,203,1374,16
275,20020710,138,440,108
275,20020711,148,2209,-1
275,20020712,176,1973,0
275,20020713,174,841,5
275,20020714,190,1526,32
275,20020715,202,2145,0
275,20020716,198,1606,0
275,20020717,180,1793,0
275,20020718,156,1924,0
275,20020719,147,726,-1
275,20020720,162,2123,96
275,20020721,150,1382,107
275,20020722,157,1454,-1
275,20020723,169,768,43
275,20020724,164,1547,17
275,20020725,157,1427,-1
275,20020726,184,1656,24
275,20020727,210,2035,0
275,20020728,239,2521,0
275,20020729,248,2413,0
275,20020730,242,2046,44
275,20020731,208,1318,8
275,20020801,166,429,91
275,20020802,189,2173,0
275,20020803,163,838,57
275,20020804,176,1678,8
275,20020805,165,869,137
275,20020806,171,1362,10
275,20020807,170,1272,112
275,20020808,180,1454,0
275,20020809,182,1413,20
275,20020810,177,920,4
275,20020811,180,785,23
275,20020812,174,1643,-1
275,20020813,178,1885,0
275,20020814,186,1131,0
275,20020815,218,1880,0
275,20020816,229,2187,0
275,20020817,231,2150,0
275,20020818,241,2037,0
275,20020819,221,1094,4
275,20020820,204,942,100
275,20020821,171,235,280
275,20020822,167,728,12
275,20020823,174,1005,0
275,20020824,169,325,189
275,20020825,175,1103,0
275,20020826,190,1631,0
275,20020827,209,1415,0
275,20020828,206,1575,0
275,20020829,181,1543,0
275,20020830,176,1670,0
275,20020831,168,815,0
275,20020901,157,1670,0
275,20020902,166,1841,0
275,20020903,165,1661,3
275,20020904,161,1728,0
275,20020905,163,1554,0
275,20020906,163,993,5
275,20020907,177,1043,0
275,20020908,190,1542,0
275,20020909,198,1321,0
275,20020910,143,329,41
275,20020911,156,543,23
275,20020912,169,1742,0
275,20020913,167,1690,0
275,20020914,157,706,0
275,20020915,143,1496,0
275,20020916,127,826,0
275,20020917,133,728,-1
275,20020918,137,403,-1
275,20020919,144,526,0
275,20020920,138,770,0
275,20020921,128,573,14
275,20020922,113,994,68
275,20020923,114,1280,-1
275,20020924,96,1505,0
275,20020925,123,923,39
275,20020926,116,615,11
275,20020927,119,1025,0
275,20020928,109,672,0
275,20020929,118,908,0
275,20020930,121,1346,0
275,20021001,134,1178,0
275,20021002,139,769,0
275,20021003,144,246,60
275,20021004,111,1010,0
275,20021005,119,167,139
275,20021006,98,912,11
275,20021007,72,451,6
275,20021008,56,1244,0
275,20021009,87,1159,0
275,20021010,79,1081,0
275,20021011,61,1123,0
275,20021012,55,422,0
275,20021013,65,253,0
275,20021014,86,151,119
275,20021015,80,245,1
275,20021016,119,492,18
275,20021017,88,713,8
275,20021018,62,464,28
275,20021019,47,582,6
275,20021020,68,682,16
275,20021021,99,131,36
275,20021022,134,327,38
275,20021023,94,469,55
275,20021024,78,706,-1
275,20021025,117,187,70
275,20021026,104,653,58
275,20021027,110,289,184
275,20021028,84,636,5
275,20021029,79,243,6
275,20021030,81,673,17
275,20021031,53,689,0
275,20021101,86,138,62
275,20021102,122,423,17
275,20021103,109,296,112
275,20021104,85,412,13
275,20021105,56,489,0
275,20021106,71,490,55
275,20021107,62,250,183
275,20021108,63,269,222
275,20021109,60,453,1
275,20021110,43,322,48
275,20021111,90,440,12
275,20021112,96,290,13
275,20021113,91,133,54
275,20021114,98,311,4
275,20021115,68,251,0
275,20021116,65,171,0
275,20021117,84,225,9
275,20021118,71,98,-1
275,20021119,59,295,0
275,20021120,48,373,0
275,20021121,86,134,3
275,20021122,76,182,0
275,20021123,72,430,20
275,20021124,74,439,6
275,20021125,59,74,18
275,20021126,69,279,0
275,20021127,61,389,0
275,20021128,75,206,15
275,20021129,82,187,3
275,20021130,59,159,0
275,20021201,70,285,74
275,20021202,65,56,6
275,20021203,69,154,0
275,20021204,44,183,0
275,20021205,47,174,0
275,20021206,13,50,3
275,20021207,-6,81,2
275,20021208,-26,237,0
275,20021209,-62,351,0
275,20021210,-70,371,0
275,20021211,-62,342,0
275,20021212,-35,178,0
275,20021213,-25,141,2
275,20021214,-6,62,-1
275,20021215,18,132,23
275,20021216,28,20,48
275,20021217,6,64,-1
275,20021218,-16,218,2
275,20021219,3,264,0
275,20021220,-11,158,-1
275,20021221,12,85,0
275,20021222,44,26,224
275,20021223,27,77,0
275,20021224,90,160,31
275,20021225,96,158,17
275,20021226,92,40,118
275,20021227,103,36,114
275,20021228,89,119,26
275,20021229,70,50,136
275,20021230,61,31,196
275,20021231,-5,229,-1
275,20030101,38,42,165
275,20030102,89,37,170
275,20030103,38,86,33
275,20030104,-23,152,0
275,20030105,-42,139,4
275,20030106,-21,234,-1
275,20030107,-56,275,0
275,20030108,-67,206,1
275,20030109,-99,466,0
275,20030110,-49,309,0
275,20030111,-33,436,0
275,20030112,-10,256,0
275,20030113,54,52,19
275,20030114,68,89,1
275,20030115,54,134,23
275,20030116,48,302,0
275,20030117,31,280,0
275,20030118,37,79,5
275,20030119,43,186,8
275,20030120,75,148,31
275,20030121,72,276,12
275,20030122,70,213,25
275,20030123,50,55,21
275,20030124,13,528,0
275,20030125,31,300,28
275,20030126,42,169,34
275,20030127,92,119,6
275,20030128,51,108,70
275,20030129,31,207,143
275,20030130,-3,472,12
275,20030131,-53,736,1
275,20030201,-36,298,27
275,20030202,21,133,104
275,20030203,21,423,38
275,20030204,7,352,60
275,20030205,19,501,35
275,20030206,2,659,-1
275,20030207,33,107,2
275,20030208,60,107,12
275,20030209,45,114,1
275,20030210,4,743,0
275,20030211,-25,189,-1
275,20030212,-33,121,0
275,20030213,-31,1004,0
275,20030214,-23,811,0
275,20030215,-12,139,0
275,20030216,-21,910,0
275,20030217,-29,944,0
275,20030218,-29,958,0
275,20030219,-11,944,0
275,20030220,3,1011,0
275,20030221,22,961,0
275,20030222,32,982,0
275,20030223,44,942,0
275,20030224,61,973,0
275,20030225,52,1088,0
275,20030226,61,1034,0
275,20030227,91,885,0
275,20030228,94,757,18
275,20030301,91,841,23
275,20030302,81,397,24
275,20030303,62,816,0
275,20030304,65,886,3
275,20030305,109,721,0
275,20030306,69,253,13
275,20030307,60,776,2
275,20030308,76,522,55
275,20030309,91,703,4
275,20030310,101,649,0
275,20030311,91,126,121
275,20030312,67,477,2
275,20030313,47,1366,0
275,20030314,48,1471,0
275,20030315,47,1453,0
275,20030316,45,1481,0
275,20030317,26,1346,0
275,20030318,54,1539,0
275,20030319,33,1515,0
275,20030320,42,1191,0
275,20030321,47,1423,0
275,20030322,61,1678,0
275,20030323,75,1701,0
275,20030324,110,1420,0
275,20030325,94,1141,0
275,20030326,96,1592,0
275,20030327,82,1593,0
275,20030328,125,1523,0
275,20030329,116,712,1
275,20030330,79,1574,0
275,20030331,55,1616,0
275,20030401,71,914,116
275,20030402,52,1048,75
275,20030403,39,1341,14
275,20030404,51,842,-1
275,20030405,66,1258,-1
275,20030406,32,1511,0
275,20030407,16,1820,0
275,20030408,19,1449,0
275,20030409,17,1347,-1
275,20030410,20,934,-1
275,20030411,36,1074,-1
275,20030412,75,1985,0
275,20030413,114,1973,0
275,20030414,144,1993,0
275,20030415,174,2119,0
275,20030416,176,2108,0
275,20030417,155,2155,0
275,20030418,115,2207,0
275,20030419,73,1003,-1
275,20030420,110,1951,0
275,20030421,158,2018,-1
275,20030422,119,1593,16
275,20030423,111,2082,0
275,20030424,160,2091,3
275,20030425,173,1245,6
275,20030426,126,368,187
275,20030427,120,1166,33
275,20030428,156,1372,15
275,20030429,134,1717,42
275,20030430,120,479,112
275,20030501,112,1451,51
275,20030502,127,1612,88
275,20030503,118,1587,26
275,20030504,162,2518,0
275,20030505,152,937,8
275,20030506,107,1006,69
275,20030507,114,2254,0
275,20030508,131,2118,3
